Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
8832,4203752949,BananaMachette (8/20),0,265.25,C Eugene Omoruyi F Franz Wagner G Cam Thomas PF Oshae Brissett PG Dejounte Murray SF Sam Hauser SG Gary Trent Jr. UTIL Kawhi Leonard,,,
8832,4203761122,mvpkg (2/20),0,265.25,C Xavier Tillman F Paolo Banchero G Jrue Holiday PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
8832,4203779421,Trix314 (7/20),0,265.25,C Xavier Tillman F Moritz Wagner G Dejounte Murray PF Jayson Tatum PG Payton Pritchard SF Keldon Johnson SG Cole Anthony UTIL Kawhi Leonard,,,
8832,4203781160,beaker913 (17/20),0,265.25,C Nic Claxton F Patrick Baldwin Jr. G Jordan Poole PF Paolo Banchero PG Jrue Holiday SF Jeremy Sochan SG Justin Champagnie UTIL Kawhi Leonard,,,
8832,4203804459,ajkeller13 (8/12),0,265.25,C Richaun Holmes F Franz Wagner G Justin Champagnie PF Paolo Banchero PG Dejounte Murray SF Sam Hauser SG Jordan Poole UTIL Bones Hyland,,,
8832,4203812398,ckk-244ayk (1/20),0,265.25,C Moritz Wagner F Oshae Brissett G Dejounte Murray PF Al Horford PG Jared Butler SF Mikal Bridges SG Gary Trent Jr. UTIL Victor Wembanyama,,,
8832,4203816715,uncool_dg (1/17),0,265.25,C Wendell Carter Jr. F Oshae Brissett G Bogdan Bogdanovic PF Jayson Tatum PG Jordan Poole SF Franz Wagner SG Sam Hauser UTIL Jeremy Sochan,,,
8832,4203844625,zjsorenson (10/20),0,265.25,C Ivica Zubac F Jayson Tatum G Jrue Holiday PF Oshae Brissett PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
8832,4203871306,fobear (12/13),0,265.25,C Clint Capela F Sam Hauser G Jrue Holiday PF Al Horford PG Dennis Schroder SF Jeremy Sochan SG Jordan Poole UTIL Mikal Bridges,,,
8832,4203897884,kumarebel (11/20),0,265.25,C Richaun Holmes F Patrick Baldwin Jr. G Jordan Poole PF Jayson Tatum PG Jrue Holiday SF Mikal Bridges SG Justin Champagnie UTIL Paul George,,,
8832,4203898659,redsoxsjerry (1/3),0,265.25,C Wendell Carter Jr. F Franz Wagner G Payton Pritchard PF Corey Kispert PG Dejounte Murray SF Jayson Tatum SG Justin Champagnie UTIL Patrick Baldwin Jr.,,,
8832,4203941405,tadlet (2/2),0,265.25,C Clint Capela F Mikal Bridges G Bones Hyland PF Al Horford PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Wendell Carter Jr.,,,
8832,4203955598,chefty (3/4),0,265.25,C Richaun Holmes F Oshae Brissett G Justin Champagnie PF Patrick Baldwin Jr. PG Dejounte Murray SF Jayson Tatum SG Jordan Poole UTIL Kawhi Leonard,,,
8832,4203959001,TJZwarych (18/20),0,265.25,C Jontay Porter F Paolo Banchero G Bones Hyland PF Oshae Brissett PG Payton Pritchard SF Franz Wagner SG Jordan Poole UTIL Jayson Tatum,,,
8832,4203968991,Rondizzle1115,0,265.25,C Wendell Carter Jr. F Oshae Brissett G Justin Champagnie PF Jalen Johnson PG Immanuel Quickley SF Jayson Tatum SG Paul George UTIL Ochai Agbaji,,,
8832,4203975967,Twiss_22 (3/20),0,265.25,C Moritz Wagner F Sam Hauser G Dennis Schroder PF Al Horford PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Cameron Johnson,,,
8832,4203979773,mak9177 (3/20),0,265.25,C Kelly Olynyk F Paul George G Jordan Poole PF Oshae Brissett PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8832,4204014129,chr9110,0,265.25,C Jontay Porter F Corey Kispert G Gary Trent Jr. PF Al Horford PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Victor Wembanyama,,,
8832,4204015373,SlimBoMangler (6/20),0,265.25,C Xavier Tillman F Oshae Brissett G Jordan Poole PF Paolo Banchero PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
8832,4204017935,beer16,0,265.25,C Wendell Carter Jr. F Sam Hauser G Immanuel Quickley PF Keldon Johnson PG Jrue Holiday SF Paul George SG Gary Trent Jr. UTIL Payton Pritchard,,,
8832,4204030258,rileyrrj,0,265.25,C Richaun Holmes F Keldon Johnson G Justin Champagnie PF Kawhi Leonard PG Jrue Holiday SF Joe Ingles SG Paul George UTIL Victor Wembanyama,,,
8875,4203319480,oxenduck (19/20),0,265,C Nic Claxton F Patrick Baldwin Jr. G Paul George PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8875,4203346978,MichaelStumps (1/3),0,265,C Jontay Porter F Sam Hauser G Dejounte Murray PF Jayson Tatum PG Cole Anthony SF Paul George SG Gradey Dick UTIL Moritz Wagner,,,
8875,4203372276,mile13.1 (4/20),0,265,C Victor Wembanyama F Oshae Brissett G Dejounte Murray PF Patrick Baldwin Jr. PG Jrue Holiday SF Amir Coffey SG Paul George UTIL Justin Champagnie,,,
8875,4203391609,redyodagirl (1/20),0,265,C Al Horford F Keldon Johnson G Jrue Holiday PF Eugene Omoruyi PG Payton Pritchard SF Jayson Tatum SG Jordan Poole UTIL Cam Thomas,,,
8875,4203401346,LeftOvaLasagna (15/20),0,265,C Jontay Porter F Paul George G Jalen Suggs PF Jordan Nwora PG Jrue Holiday SF Mikal Bridges SG Sam Hauser UTIL Paolo Banchero,,,
8875,4203507845,OrangeSwarm5 (1/3),0,265,C Nic Claxton F Dorian Finney-Smith G Cam Thomas PF Jalen Johnson PG Tre Jones SF Jeremy Sochan SG Bogdan Bogdanovic UTIL Ivica Zubac,,,
8875,4203557863,Rougarou11,0,265,C Wendell Carter Jr. F Jayson Tatum G Tre Jones PF Al Horford PG Immanuel Quickley SF Sam Hauser SG Justin Champagnie UTIL Gary Trent Jr.,,,
8875,4203603615,Casemachine (1/3),0,265,C Clint Capela F Keldon Johnson G Terance Mann PF Jayson Tatum PG Tre Jones SF Kawhi Leonard SG Justin Champagnie UTIL Ivica Zubac,,,
8875,4203610640,kcdill1 (4/20),0,265,C Jontay Porter F Jayson Tatum G Jrue Holiday PF Paolo Banchero PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL Immanuel Quickley,,,
8875,4203642637,mrtman,0,265,C Al Horford F Bogdan Bogdanovic G Paul George PF Jalen Johnson PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Vit Krejci,,,
8875,4203644491,nd_football (10/10),0,265,C Clint Capela F Jeremy Sochan G Gary Trent Jr. PF Oshae Brissett PG Dejounte Murray SF Jayson Tatum SG Justin Champagnie UTIL Ivica Zubac,,,
8875,4203662902,tckrush (10/20),0,265,C Ivica Zubac F Al Horford G Jordan Poole PF Cameron Johnson PG Payton Pritchard SF Mikal Bridges SG Cam Thomas UTIL Devin Vassell,,,
8875,4203673580,KrispyandKlean (3/3),0,265,C Richaun Holmes F Jayson Tatum G Justin Champagnie PF Corey Kispert PG Jordan Poole SF Ochai Agbaji SG Cam Thomas UTIL Paolo Banchero,,,
8875,4203709470,ljay79 (5/6),0,265,C Jontay Porter F Paul George G Jared Butler PF Oshae Brissett PG Jrue Holiday SF Bogdan Bogdanovic SG Cam Thomas UTIL Victor Wembanyama,,,
8875,4203778226,johnsteed904 (4/10),0,265,C Kelly Olynyk F Patrick Baldwin Jr. G Jalen Suggs PF Jayson Tatum PG Immanuel Quickley SF Franz Wagner SG Sam Hauser UTIL Justin Champagnie,,,
8875,4203790291,mudawgs6 (13/20),0,265,C Clint Capela F Bogdan Bogdanovic G Payton Pritchard PF Kawhi Leonard PG Jrue Holiday SF Franz Wagner SG Gary Trent Jr. UTIL Justin Champagnie,,,
8875,4203843900,givemedaballyo,0,265,C Richaun Holmes F Al Horford G Jrue Holiday PF Corey Kispert PG Payton Pritchard SF Jayson Tatum SG Sam Hauser UTIL Jalen Johnson,,,
8875,4203854598,rf378,0,265,C Victor Wembanyama F Joe Ingles G Sam Hauser PF Cameron Johnson PG Immanuel Quickley SF Jeremy Sochan SG Gary Trent Jr. UTIL Jalen Suggs,,,
8875,4203854981,SMP1993 (5/6),0,265,C Nic Claxton F Patrick Baldwin Jr. G Paul George PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8875,4203916239,djonesemb (10/20),0,265,C Nic Claxton F Oshae Brissett G Paul George PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8875,4203957283,MADEofSTARS (1/2),0,265,C Moritz Wagner F Bogdan Bogdanovic G Dejounte Murray PF Jalen Johnson PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Richaun Holmes,,,
8875,4203957314,onemanbamd28 (11/20),0,265,C Nic Claxton F Patrick Baldwin Jr. G Paul George PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8875,4203958026,samisuke (2/2),0,265,C Victor Wembanyama F Corey Kispert G Cole Anthony PF Keldon Johnson PG Bones Hyland SF Jayson Tatum SG Sam Hauser UTIL Luke Kornet,,,
8875,4203970247,EricX (19/20),0,265,C Richaun Holmes F Kawhi Leonard G Justin Champagnie PF Al Horford PG Devin Vassell SF Jayson Tatum SG Sam Hauser UTIL Terance Mann,,,
8875,4203982180,Latman7 (6/20),0,265,C Jontay Porter F Jayson Tatum G Immanuel Quickley PF Oshae Brissett PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Clint Capela,,,
8875,4203982629,jlaufer200 (3/4),0,265,C Al Horford F Jordan Nwora G Devin Vassell PF Jalen Johnson PG Dejounte Murray SF De'Andre Hunter SG Jahmi'us Ramsey UTIL Gary Trent Jr.,,,
8875,4203988874,dre44 (1/3),0,265,C Jontay Porter F Paul George G Jordan Poole PF Al Horford PG Jrue Holiday SF Sam Hauser SG Gary Trent Jr. UTIL Franz Wagner,,,
8875,4203999464,pesamingii,0,265,C Al Horford F Corey Kispert G Payton Pritchard PF Jalen Johnson PG Jrue Holiday SF Jayson Tatum SG Sam Hauser UTIL Richaun Holmes,,,
8875,4204010448,msherrill25,0,265,C Jontay Porter F Jayson Tatum G Jared Butler PF Jordan Nwora PG Tre Jones SF Jeremy Sochan SG Gary Trent Jr. UTIL Dejounte Murray,,,
8875,4204017810,D.Brooks98 (1/2),0,265,C Clint Capela F P.J. Tucker G Sam Hauser PF Paolo Banchero PG Keon Johnson SF Jayson Tatum SG Bogdan Bogdanovic UTIL Nic Claxton,,,
8875,4204017921,D.Brooks98 (2/2),0,265,C Clint Capela F P.J. Tucker G Sam Hauser PF Paolo Banchero PG Keon Johnson SF Jayson Tatum SG Bogdan Bogdanovic UTIL Nic Claxton,,,
8875,4204039877,austinsteve24,0,265,C Victor Wembanyama F Dorian Finney-Smith G Lonnie Walker IV PF Jalen Johnson PG Bones Hyland SF Keldon Johnson SG Paul George UTIL Bruno Fernando,,,
8907,4203191406,B_Mcafee90 (16/20),0,264.75,C Ivica Zubac F Kawhi Leonard G Jrue Holiday PF Paolo Banchero PG Payton Pritchard SF De'Andre Hunter SG Justin Champagnie UTIL Clint Capela,,,
8907,4203206756,nsteinwart (7/20),0,264.75,C Kelly Olynyk F Oshae Brissett G Dejounte Murray PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Justin Champagnie UTIL James Harden,,,
8907,4203242161,chupa77 (6/20),0,264.75,C Wendell Carter Jr. F Oshae Brissett G Paul George PF Dorian Finney-Smith PG Jrue Holiday SF Jayson Tatum SG Sam Hauser UTIL Nic Claxton,,,
8907,4203247906,acatalogna (6/20),0,264.75,C Richaun Holmes F Jalen Johnson G Immanuel Quickley PF Oshae Brissett PG Jordan Poole SF Paul George SG Justin Champagnie UTIL Kawhi Leonard,,,
8907,4203290100,deftist (15/20),0,264.75,C Moritz Wagner F Jayson Tatum G Jordan Poole PF Corey Kispert PG Jrue Holiday SF Sam Hauser SG Justin Champagnie UTIL Dejounte Murray,,,
8907,4203390442,dcharles1984 (6/8),0,264.75,C Moritz Wagner F Paul George G Cole Anthony PF Al Horford PG Devin Vassell SF Kawhi Leonard SG Sam Hauser UTIL Gary Trent Jr.,,,
8907,4203399912,dcharles1984 (8/8),0,264.75,C Al Horford F Paul George G Payton Pritchard PF Cameron Johnson PG Jordan Poole SF Kawhi Leonard SG Dennis Schroder UTIL Oshae Brissett,,,
8907,4203444242,Jjbamaboyjj (3/4),0,264.75,C Wendell Carter Jr. F Oshae Brissett G Dejounte Murray PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Cam Thomas UTIL Richaun Holmes,,,
8907,4203447033,acballer4,0,264.75,C Nic Claxton F Jayson Tatum G Gary Trent Jr. PF Corey Kispert PG Jrue Holiday SF Sam Hauser SG Dennis Schroder UTIL Jordan Nwora,,,
8907,4203512340,coydog508,0,264.75,C Zach Collins F Mikal Bridges G Jrue Holiday PF Kawhi Leonard PG Payton Pritchard SF Sam Hauser SG Cole Anthony UTIL Paolo Banchero,,,
8907,4203524760,jeff21011 (14/20),0,264.75,C Clint Capela F Al Horford G Jrue Holiday PF Kawhi Leonard PG Payton Pritchard SF Franz Wagner SG Jordan Poole UTIL Moritz Wagner,,,
8907,4203597200,bric75 (7/20),0,264.75,C Richaun Holmes F Oshae Brissett G Dejounte Murray PF Patrick Baldwin Jr. PG Jordan Poole SF Jayson Tatum SG Cam Thomas UTIL Wendell Carter Jr.,,,
8907,4203621343,aquafinatim (18/20),0,264.75,C Richaun Holmes F Paolo Banchero G Jared Butler PF Patrick Baldwin Jr. PG Jrue Holiday SF Jayson Tatum SG Cam Thomas UTIL Keldon Johnson,,,
8907,4203642188,davis2543 (17/20),0,264.75,C Nic Claxton F Jeremy Sochan G Jordan Poole PF Jayson Tatum PG Jared Butler SF Franz Wagner SG Justin Champagnie UTIL Jrue Holiday,,,
8907,4203645947,Cd867 (5/12),0,264.75,C Luke Kornet F Bogdan Bogdanovic G James Harden PF Patrick Baldwin Jr. PG Payton Pritchard SF Kawhi Leonard SG Justin Champagnie UTIL Dejounte Murray,,,
8907,4203733110,Branaman12 (11/13),0,264.75,C Richaun Holmes F Patrick Baldwin Jr. G Immanuel Quickley PF Al Horford PG Jalen Suggs SF Paul George SG Justin Champagnie UTIL Victor Wembanyama,,,
8907,4203740903,johnthreesixteen,0,264.75,C Victor Wembanyama F Amir Coffey G Jrue Holiday PF Jordan Nwora PG Tre Jones SF Mikal Bridges SG Cam Thomas UTIL Wendell Carter Jr.,,,
8907,4203750732,DFS2WIN521 (20/20),0,264.75,C Eugene Omoruyi F Keldon Johnson G Payton Pritchard PF Paolo Banchero PG Jalen Suggs SF Jayson Tatum SG Cole Anthony UTIL Devin Vassell,,,
8907,4203762736,fatboy788 (2/20),0,264.75,C Richaun Holmes F Patrick Baldwin Jr. G Dejounte Murray PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Cam Thomas UTIL Wendell Carter Jr.,,,
8907,4203764247,dariuszsavar (1/8),0,264.75,C Clint Capela F Oshae Brissett G Devin Vassell PF Jordan Nwora PG Dejounte Murray SF Bogdan Bogdanovic SG Gary Trent Jr. UTIL Nic Claxton,,,
8907,4203774144,hitman2234 (2/5),0,264.75,C Jalen Johnson F Paolo Banchero G Gary Harris PF Al Horford PG Jalen Suggs SF Jeremy Sochan SG Justin Champagnie UTIL Paul George,,,
8907,4203792186,westonselman (2/20),0,264.75,C Wendell Carter Jr. F Jayson Tatum G Jrue Holiday PF Oshae Brissett PG Jordan Poole SF Gradey Dick SG Justin Champagnie UTIL Victor Wembanyama,,,
8907,4203812970,taricav,0,264.75,C Richaun Holmes F Jayson Tatum G Devin Vassell PF Oshae Brissett PG Payton Pritchard SF Kawhi Leonard SG Paul George UTIL Xavier Tillman,,,
8907,4203813403,joeyfreddy (17/20),0,264.75,C Richaun Holmes F Mikal Bridges G Jrue Holiday PF Jayson Tatum PG Jared Butler SF Sam Hauser SG Jordan Poole UTIL Nic Claxton,,,
8907,4203846419,mwarico (2/3),0,264.75,C Clint Capela F Corey Kispert G Jordan Poole PF Jalen McDaniels PG Jrue Holiday SF Sam Hauser SG Gary Trent Jr. UTIL Victor Wembanyama,,,
8907,4203865075,nascar3168 (8/20),0,264.75,C Jontay Porter F Bruce Brown G Payton Pritchard PF Jayson Tatum PG Jrue Holiday SF Paul George SG Sam Hauser UTIL Ivica Zubac,,,
8907,4203910929,Mibach02 (13/20),0,264.75,C Richaun Holmes F Moritz Wagner G Payton Pritchard PF Al Horford PG Jrue Holiday SF Jayson Tatum SG Devin Vassell UTIL Cam Thomas,,,
8907,4203916232,djonesemb (3/20),0,264.75,C Al Horford F Patrick Baldwin Jr. G Jrue Holiday PF Oshae Brissett PG Jordan Poole SF Paul George SG Cam Thomas UTIL Paolo Banchero,,,
8907,4203920521,shiftykings,0,264.75,C Al Horford F Franz Wagner G Justin Champagnie PF Paolo Banchero PG Jrue Holiday SF Paul George SG Sam Hauser UTIL Richaun Holmes,,,
8907,4203928810,dperk3 (1/7),0,264.75,C Richaun Holmes F De'Andre Hunter G Immanuel Quickley PF Al Horford PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Sam Hauser,,,
8907,4203952061,tienlu21,0,264.75,C Jalen Johnson F Corey Kispert G Jalen Suggs PF Keldon Johnson PG Payton Pritchard SF Paul George SG Jordan Poole UTIL Jrue Holiday,,,
8907,4203953684,omre11 (4/20),0,264.75,C Jalen Johnson F Bogdan Bogdanovic G Jalen Suggs PF Kawhi Leonard PG Payton Pritchard SF Franz Wagner SG Justin Champagnie UTIL Jrue Holiday,,,
8907,4203955526,kylemarucci (2/2),0,264.75,C Victor Wembanyama F Sam Hauser G Gradey Dick PF Al Horford PG Immanuel Quickley SF Garrison Mathews SG Cole Anthony UTIL Jalen Johnson,,,
8907,4203962398,poncho4331 (1/2),0,264.75,C Victor Wembanyama F Keldon Johnson G Jordan Poole PF Corey Kispert PG Jrue Holiday SF Sam Hauser SG Bogdan Bogdanovic UTIL Jontay Porter,,,
8907,4203972048,CRSESQ2012 (2/2),0,264.75,C Ivica Zubac F Sam Hauser G Payton Pritchard PF De'Andre Hunter PG Dejounte Murray SF Gradey Dick SG Terance Mann UTIL Jayson Tatum,,,
8907,4203974953,therich2247 (3/20),0,264.75,C Ivica Zubac F Jayson Tatum G Paul George PF Corey Kispert PG Payton Pritchard SF Keldon Johnson SG Justin Champagnie UTIL Mikal Bridges,,,
8907,4203999193,Calebray123 (3/6),0,264.75,C Victor Wembanyama F Jayson Tatum G Bogdan Bogdanovic PF De'Andre Hunter PG Vit Krejci SF Amir Coffey SG Gradey Dick UTIL Sam Hauser,,,
8907,4204007506,eparachute (9/10),0,264.75,C Ivica Zubac F Moritz Wagner G Cam Thomas PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Vit Krejci UTIL Victor Wembanyama,,,
8907,4204029313,ImaDonk11 (5/20),0,264.75,C Xavier Tillman F Kawhi Leonard G Sam Hauser PF Moritz Wagner PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Dejounte Murray,,,
8907,4204030189,dearborn2015 (1/5),0,264.75,C Victor Wembanyama F Oshae Brissett G Dejounte Murray PF Corey Kispert PG Payton Pritchard SF Paul George SG Justin Champagnie UTIL Bones Hyland,,,
8907,4204030191,dearborn2015 (3/5),0,264.75,C Victor Wembanyama F Corey Kispert G Bones Hyland PF Oshae Brissett PG Payton Pritchard SF Paul George SG Justin Champagnie UTIL Dejounte Murray,,,
8948,4203113358,rubbsy (12/20),0,264.5,C Nic Claxton F Keldon Johnson G Jordan Poole PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8948,4203140593,papagates (9/20),0,264.5,C Xavier Tillman F Oshae Brissett G Dejounte Murray PF Moritz Wagner PG Jared Butler SF Kawhi Leonard SG Devin Vassell UTIL Victor Wembanyama,,,
8948,4203375034,zen555 (10/20),0,264.5,C Richaun Holmes F Paolo Banchero G Jrue Holiday PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8948,4203393888,bonelu45 (1/4),0,264.5,C Richaun Holmes F Corey Kispert G Jared Butler PF Jayson Tatum PG Payton Pritchard SF Kawhi Leonard SG Sam Hauser UTIL Franz Wagner,,,
8948,4203394450,mjvigil,0,264.5,C Xavier Tillman F De'Andre Hunter G Cole Anthony PF Paolo Banchero PG Dejounte Murray SF Kawhi Leonard SG Sam Hauser UTIL Jordan Nwora,,,
8948,4203423503,lostories (7/20),0,264.5,C Nic Claxton F Kawhi Leonard G Jrue Holiday PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Keldon Johnson,,,
8948,4203437602,Brewcrew116 (8/20),0,264.5,C Richaun Holmes F Paolo Banchero G Jrue Holiday PF Oshae Brissett PG Payton Pritchard SF Kawhi Leonard SG Justin Champagnie UTIL Jayson Tatum,,,
8948,4203439196,crazyquette,0,264.5,C Clint Capela F De'Andre Hunter G Sam Hauser PF Corey Kispert PG Bones Hyland SF Jeremy Sochan SG Gary Trent Jr. UTIL Victor Wembanyama,,,
8948,4203439862,codymcelveen (1/5),0,264.5,C Ivica Zubac F De'Andre Hunter G Payton Pritchard PF Al Horford PG Jrue Holiday SF Jayson Tatum SG Gary Trent Jr. UTIL Sam Hauser,,,
8948,4203476588,adsardin (18/20),0,264.5,C Richaun Holmes F Sam Hauser G Payton Pritchard PF Al Horford PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Kelly Olynyk,,,
8948,4203514677,ShaidyAdvice (3/20),0,264.5,C Wendell Carter Jr. F Patrick Baldwin Jr. G Jared Butler PF Jayson Tatum PG Jrue Holiday SF Paul George SG Justin Champagnie UTIL Paolo Banchero,,,
8948,4203516818,amber20 (2/2),0,264.5,C Ivica Zubac F Paul George G Tre Jones PF Al Horford PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Clint Capela,,,
8948,4203568490,justin2177 (14/20),0,264.5,C Eugene Omoruyi F Mikal Bridges G Jrue Holiday PF Jayson Tatum PG Jordan Poole SF Sam Hauser SG Justin Champagnie UTIL Kawhi Leonard,,,
8948,4203586623,salmopct (6/20),0,264.5,C Eugene Omoruyi F Mikal Bridges G Jordan Poole PF Jayson Tatum PG Jrue Holiday SF Sam Hauser SG Justin Champagnie UTIL Kawhi Leonard,,,
8948,4203593232,jbenson35 (1/7),0,264.5,C Richaun Holmes F Jayson Tatum G Justin Champagnie PF Al Horford PG Dejounte Murray SF Sam Hauser SG Gary Trent Jr. UTIL Ivica Zubac,,,
8948,4203609251,warrendiddy,0,264.5,C Clint Capela F Franz Wagner G Cam Thomas PF Al Horford PG Jalen Suggs SF Keldon Johnson SG Gary Trent Jr. UTIL Jeremy Sochan,,,
8948,4203621344,aquafinatim (19/20),0,264.5,C Eugene Omoruyi F Paolo Banchero G Cam Thomas PF Oshae Brissett PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Dejounte Murray,,,
8948,4203642766,amjennison25 (15/20),0,264.5,C Wendell Carter Jr. F Patrick Baldwin Jr. G Payton Pritchard PF Corey Kispert PG Jrue Holiday SF Mikal Bridges SG Jordan Poole UTIL Victor Wembanyama,,,
8948,4203696453,lima1978 (2/5),0,264.5,C Jontay Porter F Corey Kispert G Sam Hauser PF Keldon Johnson PG Dejounte Murray SF Kawhi Leonard SG Paul George UTIL Justin Champagnie,,,
8948,4203714875,JRyan2425 (7/9),0,264.5,C Wendell Carter Jr. F Jeremy Sochan G Payton Pritchard PF Moritz Wagner PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Nic Claxton,,,
8948,4203717996,itheblev (2/20),0,264.5,C Al Horford F Kawhi Leonard G Jrue Holiday PF Patrick Baldwin Jr. PG Jared Butler SF Jayson Tatum SG Jordan Poole UTIL Payton Pritchard,,,
8948,4203725773,KMasonbx (16/20),0,264.5,C Xavier Tillman F Franz Wagner G Payton Pritchard PF Al Horford PG Jrue Holiday SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
8948,4203754907,Randyc2115 (1/20),0,264.5,C Moritz Wagner F Oshae Brissett G Dejounte Murray PF Corey Kispert PG Devin Vassell SF Jayson Tatum SG Sam Hauser UTIL Gary Trent Jr.,,,
8948,4203756467,venus44 (5/20),0,264.5,C Xavier Tillman F Patrick Baldwin Jr. G Paul George PF Jayson Tatum PG Jrue Holiday SF Mikal Bridges SG Sam Hauser UTIL Jeremy Sochan,,,
8948,4203756477,venus44 (15/20),0,264.5,C Xavier Tillman F Paul George G James Harden PF Jayson Tatum PG Jared Butler SF Keldon Johnson SG Justin Champagnie UTIL Nic Claxton,,,
8948,4203758323,mrblonde1425 (10/14),0,264.5,C Moritz Wagner F Sam Hauser G Bogdan Bogdanovic PF Jalen Johnson PG Tre Jones SF Kawhi Leonard SG Paul George UTIL Bones Hyland,,,
8948,4203785762,godschild2000,0,264.5,C Richaun Holmes F Paul George G Cam Thomas PF Jayson Tatum PG Jrue Holiday SF Franz Wagner SG Justin Champagnie UTIL Oshae Brissett,,,
8948,4203792191,westonselman (7/20),0,264.5,C Nic Claxton F Keldon Johnson G Jrue Holiday PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8948,4203801603,iamscottd (4/5),0,264.5,C Kelly Olynyk F Al Horford G Gary Trent Jr. PF Jalen Johnson PG Tre Jones SF Keldon Johnson SG Cam Thomas UTIL Jalen Suggs,,,
8948,4203817275,gmoney_69 (15/20),0,264.5,C Wendell Carter Jr. F Patrick Baldwin Jr. G Jrue Holiday PF Paolo Banchero PG Jared Butler SF Jayson Tatum SG Justin Champagnie UTIL Paul George,,,
8948,4203819637,mythicalrhymer01 (5/20),0,264.5,C Nic Claxton F Kawhi Leonard G Jrue Holiday PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Keldon Johnson,,,
8948,4203821528,JMula24 (14/20),0,264.5,C Wendell Carter Jr. F Patrick Baldwin Jr. G Paul George PF Oshae Brissett PG Jrue Holiday SF Jayson Tatum SG Jordan Poole UTIL Clint Capela,,,
8948,4203843763,jlivengood9 (9/13),0,264.5,C Richaun Holmes F Moritz Wagner G Jared Butler PF Jayson Tatum PG Jrue Holiday SF Franz Wagner SG Jordan Poole UTIL Jalen Johnson,,,
8948,4203844627,zjsorenson (12/20),0,264.5,C Nic Claxton F Keldon Johnson G Jrue Holiday PF Oshae Brissett PG Jordan Poole SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8948,4203859641,SimfromTexas,0,264.5,C Clint Capela F De'Andre Hunter G Jrue Holiday PF Keldon Johnson PG Dennis Schroder SF Jeremy Sochan SG Cam Thomas UTIL Gary Trent Jr.,,,
8948,4203862091,cmangone (9/20),0,264.5,C Richaun Holmes F Paolo Banchero G Jrue Holiday PF Oshae Brissett PG Payton Pritchard SF Jayson Tatum SG Justin Champagnie UTIL Kawhi Leonard,,,
8948,4203866060,AirbusA380 (2/5),0,264.5,C Al Horford F Paolo Banchero G Gary Trent Jr. PF Patrick Baldwin Jr. PG Devin Vassell SF Paul George SG Justin Champagnie UTIL Jrue Holiday,,,
8948,4203870571,squirrelpatroldk (15/20),0,264.5,C Eugene Omoruyi F Jayson Tatum G Cam Thomas PF Oshae Brissett PG Jrue Holiday SF Sam Hauser SG Jordan Poole UTIL Kawhi Leonard,,,
