Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
18,4206863807,pigeondude34 (3/3),0,323.75,C Ivica Zubac F Klay Thompson G Grayson Allen PF Royce O'Neale PG James Harden SF Gregory Jackson SG Kelly Oubre Jr. UTIL Jonathan Kuminga,,Klay Thompson,SF,16.82%,30.5
19,4206903783,Reginald03 (3/5),0,322,C Trayce Jackson-Davis F Grayson Allen G Scoot Henderson PF Jonathan Kuminga PG Devin Booker SF Gregory Jackson SG Klay Thompson UTIL Ivica Zubac,,Kawhi Leonard,SF,16.54%,39.5
20,4206065951,adubs07450 (2/10),0,321.75,C Trayce Jackson-Davis F Andrew Wiggins G James Harden PF Jonathan Kuminga PG Kyle Lowry SF Paul George SG Grayson Allen UTIL Ivica Zubac,,Bradley Beal,SG,16.52%,25
20,4206937255,mocityb,0,321.75,C Trayce Jackson-Davis F Klay Thompson G Paul George PF Santi Aldama PG Bradley Beal SF Gregory Jackson SG Grayson Allen UTIL Ivica Zubac,,Dalano Banton,G,15.21%,24.75
22,4206375538,raf0221 (2/5),0,321.5,C Ivica Zubac F Andrew Wiggins G Grayson Allen PF Santi Aldama PG James Harden SF Gregory Jackson SG John Konchar UTIL Deandre Ayton,,Kris Murray,F,15.02%,28.75
23,4206834470,djronn718 (1/2),0,321,C Jusuf Nurkic F Klay Thompson G Kyle Lowry PF Gregory Jackson PG Devin Booker SF Andrew Wiggins SG Grayson Allen UTIL Ivica Zubac,,Jusuf Nurkic,UTIL,14.73%,36.75
23,4206879783,chivas13 (1/8),0,321,C Ivica Zubac F Gregory Jackson G Klay Thompson PF Jaren Jackson Jr. PG Brandin Podziemski SF Kelly Oubre Jr. SG Grayson Allen UTIL Santi Aldama,,Jonathan Kuminga,PF,13.49%,43.25
23,4206911493,Jo_Jo,0,321,C Jusuf Nurkic F Kelly Oubre Jr. G Scoot Henderson PF Andrew Wiggins PG Chris Paul SF Grayson Allen SG Dalano Banton UTIL James Harden,,Andrew Wiggins,F,13.11%,44.5
26,4206912289,jefferson4 (5/20),0,320.75,C Jusuf Nurkic F Santi Aldama G Chris Paul PF Jonathan Kuminga PG James Harden SF Gregory Jackson SG John Konchar UTIL Scoot Henderson,,Grayson Allen,SG,11.87%,50.75
27,4206870232,Lilred1999 (2/4),0,320.25,C Jaren Jackson Jr. F Andrew Wiggins G Kyle Lowry PF Jonathan Kuminga PG James Harden SF Gregory Jackson SG Grayson Allen UTIL Jake LaRavia,,Devin Booker,PG,10.10%,50.75
27,4206935908,nellie01697 (4/5),0,320.25,C Jusuf Nurkic F Gregory Jackson G Grayson Allen PF Andrew Wiggins PG James Harden SF Royce O'Neale SG Klay Thompson UTIL Draymond Green,,Kevin Durant,F,9.17%,43
29,4206846779,carp279,0,319.75,C Ivica Zubac F Kevin Durant G Grayson Allen PF Jonathan Kuminga PG Scoot Henderson SF Andrew Wiggins SG Brandin Podziemski UTIL Gregory Jackson,,Santi Aldama,UTIL,8.44%,52.25
30,4206874026,melly37,0,319.25,C Ivica Zubac F Kelly Oubre Jr. G Scoot Henderson PF Paul Reed PG Devin Booker SF Grayson Allen SG Klay Thompson UTIL Gregory Jackson,,Jabari Walker,F,8.09%,19.25
31,4206923826,alabama73,0,318.25,C Ivica Zubac F Andrew Wiggins G Kelly Oubre Jr. PF Gregory Jackson PG Bradley Beal SF Klay Thompson SG Grayson Allen UTIL Jusuf Nurkic,,Mo Bamba,C,8.01%,21.25
32,4206856411,Kmny7986,0,318,C Jusuf Nurkic F Kelly Oubre Jr. G Scoot Henderson PF Gregory Jackson PG Kyle Lowry SF Paul George SG Grayson Allen UTIL Ivica Zubac,,Toumani Camara,SF,7.99%,11
33,4206888905,chiefsnation1980 (3/3),0,317.75,C Trayce Jackson-Davis F Jake LaRavia G Chris Paul PF Andrew Wiggins PG Devin Booker SF Kelly Oubre Jr. SG Paul George UTIL Ivica Zubac,,Draymond Green,C,7.74%,40.5
34,4206117050,markcalf (2/2),0,317.5,C Santi Aldama F Draymond Green G Kelly Oubre Jr. PF Jonathan Kuminga PG Anfernee Simons SF Gregory Jackson SG Grayson Allen UTIL John Konchar,,James Harden,PG,7.22%,49.5
34,4206890049,philmike21 (1/6),0,317.5,C Santi Aldama F Jonathan Kuminga G Bradley Beal PF Gregory Jackson PG Dalano Banton SF Kelly Oubre Jr. SG Klay Thompson UTIL Grayson Allen,,Paul Reed,PF,6.74%,24.5
36,4206456643,Bobo0145 (1/2),0,317.25,C Ivica Zubac F Jake LaRavia G Kelly Oubre Jr. PF Andrew Wiggins PG James Harden SF Gregory Jackson SG Klay Thompson UTIL Jusuf Nurkic,,Brandin Podziemski,PG,5.82%,17.75
37,4206524660,macattack3286 (3/3),0,317,C Ivica Zubac F Kelly Oubre Jr. G Grayson Allen PF Jonathan Kuminga PG Devin Booker SF Toumani Camara SG Klay Thompson UTIL Gregory Jackson,,Bones Hyland,G,5.66%,3.75
38,4205985750,jjmcgrew,0,316.75,C Ivica Zubac F Gregory Jackson G Chris Paul PF Kawhi Leonard PG Dalano Banton SF Kelly Oubre Jr. SG Grayson Allen UTIL Klay Thompson,,Buddy Hield,SG,5.32%,10
38,4206086398,sportsfan2003,0,316.75,C Jaren Jackson Jr. F Andrew Wiggins G Grayson Allen PF Jabari Walker PG Scoot Henderson SF Paul George SG Klay Thompson UTIL Santi Aldama,,Royce O'Neale,F,5.06%,19
40,4206222847,LOGGOLD3,0,316.5,C Trayce Jackson-Davis F Andrew Wiggins G Paul George PF Gregory Jackson PG Bradley Beal SF Klay Thompson SG Kelly Oubre Jr. UTIL Grayson Allen,,Chris Paul,G,3.85%,40.5
40,4206818514,royalflush5782 (2/10),0,316.5,C Santi Aldama F Kelly Oubre Jr. G Klay Thompson PF Gregory Jackson PG James Harden SF Jake LaRavia SG Dalano Banton UTIL Jonathan Kuminga,,Eric Gordon,G,3.08%,7.75
42,4206161377,Jaybird0808,0,316,C Ivica Zubac F Draymond Green G Chris Paul PF Jonathan Kuminga PG Anfernee Simons SF Klay Thompson SG Grayson Allen UTIL Gregory Jackson,,P.J. Tucker,F,2.13%,14.25
43,4206731659,cjones201983 (1/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,Gary Payton II,SG,1.76%,6.25
43,4206731660,cjones201983 (2/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,Brandon Boston Jr.,SG,1.57%,17
43,4206731661,cjones201983 (3/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,Cameron Payne,UTIL,1.44%,20.75
43,4206731662,cjones201983 (4/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,Jordan Goodwin,UTIL,1.40%,0
43,4206731663,cjones201983 (5/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,DeJon Jarreau,G,0.82%,22
43,4206731664,cjones201983 (6/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,Duop Reath,UTIL,0.63%,14.5
43,4206731665,cjones201983 (7/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,Ashton Hagans,UTIL,0.62%,0
43,4206731666,cjones201983 (8/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,Daniel Theis,C,0.60%,21.75
43,4206731667,cjones201983 (9/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,Bol Bol,PF,0.52%,15.75
43,4206731668,cjones201983 (10/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,Trey Jemison,C,0.44%,11.5
43,4206889650,cjones201983 (11/14),0,315.75,C Ivica Zubac F Santi Aldama G Grayson Allen PF Jabari Walker PG James Harden SF Gregory Jackson SG Bradley Beal UTIL Klay Thompson,,Mason Plumlee,C,0.41%,3.75
54,4206783558,easymoneynow (1/2),0,315.5,C Ivica Zubac F Jonathan Kuminga G Paul George PF Amir Coffey PG Bradley Beal SF Gregory Jackson SG Grayson Allen UTIL Kelly Oubre Jr.,,KJ Martin,UTIL,0.40%,32.25
54,4206924148,modeletmerisier,0,315.5,C Ivica Zubac F Grayson Allen G Kyle Lowry PF Jonathan Kuminga PG Scoot Henderson SF Gregory Jackson SG Kelly Oubre Jr. UTIL Kawhi Leonard,,Moses Moody,F,0.33%,3.5
56,4205940323,Bighitter20,0,315.25,C Ivica Zubac F Gregory Jackson G Klay Thompson PF Andrew Wiggins PG Brandin Podziemski SF Kelly Oubre Jr. SG Paul George UTIL Jonathan Kuminga,,Wenyen Gabriel,UTIL,0.28%,0
56,4206891448,jkdolfan,0,315.25,C Jusuf Nurkic F Gregory Jackson G Chris Paul PF Jonathan Kuminga PG Bradley Beal SF Grayson Allen SG Klay Thompson UTIL Ivica Zubac,,Dario Saric,F,0.24%,1.25
58,4206680815,justspunk (17/20),0,315,C Trayce Jackson-Davis F Paul George G Klay Thompson PF Jonathan Kuminga PG Dalano Banton SF Grayson Allen SG Kelly Oubre Jr. UTIL Gregory Jackson,,Drew Eubanks,UTIL,0.22%,12
58,4206856649,LadiezMane (5/10),0,315,C Santi Aldama F Paul Reed G Klay Thompson PF Gregory Jackson PG Chris Paul SF Grayson Allen SG Dalano Banton UTIL Kevin Durant,,Norman Powell,SF,0.20%,0
58,4206856650,LadiezMane (6/10),0,315,C Santi Aldama F Paul Reed G Klay Thompson PF Gregory Jackson PG Chris Paul SF Grayson Allen SG Dalano Banton UTIL Kevin Durant,,Terance Mann,G,0.15%,0
61,4206577223,sinnott1 (1/4),0,314.5,C Draymond Green F Jonathan Kuminga G Kelly Oubre Jr. PF Jaren Jackson Jr. PG Dalano Banton SF Gregory Jackson SG Grayson Allen UTIL Jake LaRavia,,Tobias Harris,SF,0.14%,0
61,4206960347,CeilingChan,0,314.5,C Jusuf Nurkic F Grayson Allen G Bradley Beal PF Gregory Jackson PG James Harden SF Andrew Wiggins SG Klay Thompson UTIL Kris Murray,,David Roddy,SF,0.14%,2
63,4206946029,soogdaddy,0,314.25,C Jusuf Nurkic F Klay Thompson G Chris Paul PF Gregory Jackson PG Bradley Beal SF Kelly Oubre Jr. SG Grayson Allen UTIL Ivica Zubac,,Thaddeus Young,C,0.11%,4
64,4206174154,bigdadgogo,0,314,C Jaren Jackson Jr. F Gregory Jackson G Paul George PF Andrew Wiggins PG Scoot Henderson SF Kelly Oubre Jr. SG Kyle Lowry UTIL Ivica Zubac,,Vince Williams Jr.,F,0.10%,0
65,4206050779,LW_Logic,0,313.75,C Ivica Zubac F Grayson Allen G Brandin Podziemski PF Santi Aldama PG James Harden SF Gregory Jackson SG Klay Thompson UTIL Paul Reed,,Matisse Thybulle,G,0.10%,0
65,4206679675,whysomadd (2/3),0,313.75,C Ivica Zubac F Draymond Green G Grayson Allen PF Jonathan Kuminga PG Brandin Podziemski SF Gregory Jackson SG Paul George UTIL Paul Reed,,Kevon Looney,C,0.08%,4.25
65,4206952650,TRISTATES,0,313.75,C Ivica Zubac F Nicolas Batum G Paul George PF Gregory Jackson PG James Harden SF Kelly Oubre Jr. SG Dalano Banton UTIL Andrew Wiggins,,Ricky Council IV,F,0.05%,14
68,4206916143,Reginald03 (4/5),0,313.25,C Ivica Zubac F Gregory Jackson G Klay Thompson PF Kevin Durant PG Scoot Henderson SF Kelly Oubre Jr. SG Grayson Allen UTIL Trayce Jackson-Davis,,Lester Quinones,G,0.05%,8.5
69,4206682998,whysomadd (3/3),0,313,C Trayce Jackson-Davis F Jonathan Kuminga G Chris Paul PF Kevin Durant PG Scoot Henderson SF Paul George SG Grayson Allen UTIL Kris Murray,,Jeff Dowtin,G,0.04%,25
70,4206046671,bigsqueeze1 (15/20),0,311.75,C Jusuf Nurkic F Draymond Green G Grayson Allen PF Jonathan Kuminga PG Chris Paul SF Gregory Jackson SG Bradley Beal UTIL Trayce Jackson-Davis,,Justin Minaya,UTIL,0.04%,8
70,4206060294,uflexfit (5/8),0,311.75,C Trayce Jackson-Davis F Klay Thompson G Devin Booker PF Gregory Jackson PG Kyle Lowry SF Kelly Oubre Jr. SG Grayson Allen UTIL Jonathan Kuminga,,Jerami Grant,SF,0.03%,0
72,4205985325,ruligo1971,0,311.25,C Draymond Green F Andrew Wiggins G Chris Paul PF Kevin Durant PG Brandin Podziemski SF Grayson Allen SG Kelly Oubre Jr. UTIL Scoot Henderson,,Xavier Moon,UTIL,0.03%,3.5
72,4206850470,soxmonster36 (1/2),0,311.25,C Santi Aldama F Andrew Wiggins G Paul George PF Gregory Jackson PG Kyle Lowry SF Grayson Allen SG Desmond Bane UTIL Scoot Henderson,,Moses Brown,UTIL,0.03%,3.75
74,4206866837,wwinn (2/7),0,311,C Ivica Zubac F Santi Aldama G Chris Paul PF Jabari Walker PG Desmond Bane SF Andrew Wiggins SG Devin Booker UTIL Gregory Jackson,,Nassir Little,F,0.03%,3.5
74,4206936436,homerg (1/3),0,311,C Ivica Zubac F Amir Coffey G Paul George PF Jaren Jackson Jr. PG Dalano Banton SF Gregory Jackson SG Kelly Oubre Jr. UTIL Grayson Allen,,Jordan Miller,G,0.02%,0
76,4206683868,siri72,0,310.25,C Jusuf Nurkic F Jaren Jackson Jr. G Scoot Henderson PF Jonathan Kuminga PG Chris Paul SF Gregory Jackson SG Grayson Allen UTIL Kyle Lowry,,Rayan Rupert,SG,0.01%,18.75
77,4206204717,Chet1975 (3/9),0,310,C Jaren Jackson Jr. F Andrew Wiggins G Kelly Oubre Jr. PF Santi Aldama PG Desmond Bane SF Gregory Jackson SG Grayson Allen UTIL Amir Coffey,,Saben Lee,G,0.01%,0
77,4206383220,Lala.D,0,310,C Ivica Zubac F Jonathan Kuminga G Brandin Podziemski PF Andrew Wiggins PG Chris Paul SF Grayson Allen SG Klay Thompson UTIL Kevin Durant,,Kobe Brown,F,0.01%,0
77,4206912292,jefferson4 (8/20),0,310,C Ivica Zubac F Draymond Green G John Konchar PF Santi Aldama PG Anfernee Simons SF Gregory Jackson SG Paul George UTIL Chris Paul,,Ish Wainright,C,0.01%,2
80,4206253368,mbrummy1,0,309.75,C Ivica Zubac F Gregory Jackson G Kelly Oubre Jr. PF Jonathan Kuminga PG Brandin Podziemski SF Klay Thompson SG Grayson Allen UTIL Jusuf Nurkic,,Russell Westbrook,G,0.01%,0
80,4206687734,crheriman (1/2),0,309.75,C Ivica Zubac F Jonathan Kuminga G Grayson Allen PF Gregory Jackson PG Brandin Podziemski SF Klay Thompson SG Kelly Oubre Jr. UTIL Jusuf Nurkic,,Ibou Badji,UTIL,0.01%,0
80,4206943996,Noah15 (5/10),0,309.75,C Ivica Zubac F Gregory Jackson G Klay Thompson PF Kawhi Leonard PG Brandin Podziemski SF Grayson Allen SG Kelly Oubre Jr. UTIL Chris Paul,,Usman Garuba,C,0.01%,0
83,4206758276,jgudda6 (1/3),0,309.25,C Santi Aldama F Kelly Oubre Jr. G Kyle Lowry PF Draymond Green PG James Harden SF Andrew Wiggins SG Brandin Podziemski UTIL Jonathan Kuminga,,Moussa Diabate,C,0.01%,0
83,4206906383,mrvkvvance,0,309.25,C Jaren Jackson Jr. F Andrew Wiggins G Kyle Lowry PF Gregory Jackson PG Bradley Beal SF Grayson Allen SG Kelly Oubre Jr. UTIL Ivica Zubac,,Derrick Rose,PG,0.01%,0
85,4206478954,voorheesfan (4/20),0,309,C Mo Bamba F Andrew Wiggins G Grayson Allen PF Draymond Green PG Anfernee Simons SF Gregory Jackson SG Kelly Oubre Jr. UTIL Jaren Jackson Jr.,,Joshua Primo,G,0.01%,0
85,4206883396,Ddouth01,0,309,C Trayce Jackson-Davis F Kawhi Leonard G Grayson Allen PF Andrew Wiggins PG Kyle Lowry SF Gregory Jackson SG Klay Thompson UTIL James Harden,,,
85,4206926712,bigvon33 (2/3),0,309,C Paul Reed F Kawhi Leonard G Kelly Oubre Jr. PF Gregory Jackson PG Chris Paul SF Paul George SG Grayson Allen UTIL P.J. Tucker,,,
88,4206628560,re-framedbias (1/2),0,308.75,C Jusuf Nurkic F Andrew Wiggins G Dalano Banton PF Jabari Walker PG Devin Booker SF Grayson Allen SG Kelly Oubre Jr. UTIL Ivica Zubac,,,
88,4206820605,GKingBo (2/4),0,308.75,C Santi Aldama F Andrew Wiggins G Bradley Beal PF Jaren Jackson Jr. PG Devin Booker SF Grayson Allen SG John Konchar UTIL Kris Murray,,,
88,4206869394,don8708 (9/9),0,308.75,C Ivica Zubac F Gregory Jackson G Dalano Banton PF Jaren Jackson Jr. PG Scoot Henderson SF Jake LaRavia SG Paul George UTIL Grayson Allen,,,
91,4206889894,shannon01 (1/2),0,308.5,C Ivica Zubac F Santi Aldama G Grayson Allen PF Gregory Jackson PG Tyrese Maxey SF Kelly Oubre Jr. SG Klay Thompson UTIL Trayce Jackson-Davis,,,
91,4206943502,Shanemo30 (2/2),0,308.5,C Santi Aldama F Draymond Green G Grayson Allen PF Andrew Wiggins PG Dalano Banton SF Gregory Jackson SG Anfernee Simons UTIL Bradley Beal,,,
93,4206499294,tam92267 (2/2),0,308.25,C Draymond Green F Santi Aldama G Kelly Oubre Jr. PF Andrew Wiggins PG Stephen Curry SF Amir Coffey SG Grayson Allen UTIL Jusuf Nurkic,,,
93,4206916890,bob67wo (2/5),0,308.25,C Santi Aldama F Jonathan Kuminga G Grayson Allen PF Gregory Jackson PG Desmond Bane SF Jake LaRavia SG Klay Thompson UTIL Kelly Oubre Jr.,,,
95,4206507702,Dalloftheabove (1/3),0,308,C Ivica Zubac F Draymond Green G Brandin Podziemski PF Jonathan Kuminga PG Bradley Beal SF Grayson Allen SG Kelly Oubre Jr. UTIL Gregory Jackson,,,
95,4206521083,Dalloftheabove (2/3),0,308,C Ivica Zubac F Draymond Green G Brandin Podziemski PF Jonathan Kuminga PG Bradley Beal SF Grayson Allen SG Kelly Oubre Jr. UTIL Gregory Jackson,,,
95,4206521103,Dalloftheabove (3/3),0,308,C Ivica Zubac F Draymond Green G Brandin Podziemski PF Jonathan Kuminga PG Bradley Beal SF Grayson Allen SG Kelly Oubre Jr. UTIL Gregory Jackson,,,
98,4206893228,Jbjafarian (3/20),0,307.75,C Ivica Zubac F Santi Aldama G Kelly Oubre Jr. PF Gregory Jackson PG Stephen Curry SF Kris Murray SG Devin Booker UTIL Mo Bamba,,,
99,4206827047,mrenfro,0,307.25,C Jusuf Nurkic F Andrew Wiggins G Devin Booker PF Kevin Durant PG Scoot Henderson SF Kris Murray SG Grayson Allen UTIL Cameron Payne,,,
99,4206856516,glaw216,0,307.25,C Ivica Zubac F Kevin Durant G Scoot Henderson PF Gregory Jackson PG Kyle Lowry SF Grayson Allen SG Klay Thompson UTIL Jonathan Kuminga,,,
101,4206592901,cywan (4/5),0,306.75,C Ivica Zubac F Klay Thompson G Grayson Allen PF Kevin Durant PG Scoot Henderson SF Jake LaRavia SG Kelly Oubre Jr. UTIL Jonathan Kuminga,,,
101,4206882286,ackstar123,0,306.75,C Trayce Jackson-Davis F Kelly Oubre Jr. G Grayson Allen PF Santi Aldama PG Dalano Banton SF Gregory Jackson SG Bradley Beal UTIL Jusuf Nurkic,,,
103,4206422840,hellofadad (2/2),0,306.5,C Trayce Jackson-Davis F Andrew Wiggins G Grayson Allen PF Kevin Durant PG Scoot Henderson SF Kris Murray SG Klay Thompson UTIL Devin Booker,,,
103,4206508778,ivsteezy,0,306.5,C Ivica Zubac F Buddy Hield G Klay Thompson PF Jonathan Kuminga PG James Harden SF Grayson Allen SG Kelly Oubre Jr. UTIL Chris Paul,,,
105,4205753232,Guizar2323,0,306.25,C Jusuf Nurkic F John Konchar G Kelly Oubre Jr. PF Jaren Jackson Jr. PG Chris Paul SF Gregory Jackson SG Grayson Allen UTIL Klay Thompson,,,
105,4206680215,scottyb0323 (2/2),0,306.25,C Jusuf Nurkic F Buddy Hield G Kelly Oubre Jr. PF Jonathan Kuminga PG Chris Paul SF Klay Thompson SG Grayson Allen UTIL Santi Aldama,,,
105,4206881928,antkid1,0,306.25,C Trayce Jackson-Davis F P.J. Tucker G Grayson Allen PF Gregory Jackson PG Dalano Banton SF Paul George SG Devin Booker UTIL Kelly Oubre Jr.,,,
105,4206954680,wjetter (2/2),0,306.25,C Paul Reed F Santi Aldama G Paul George PF Amir Coffey PG Anfernee Simons SF Gregory Jackson SG Grayson Allen UTIL Kelly Oubre Jr.,,,
109,4206963270,yaupon (3/3),0,306,C Mo Bamba F Grayson Allen G Scoot Henderson PF Santi Aldama PG Anfernee Simons SF Gregory Jackson SG Paul George UTIL Klay Thompson,,,
110,4206946819,Versi85 (3/6),0,305.75,C Mo Bamba F Jonathan Kuminga G Chris Paul PF Amir Coffey PG James Harden SF Kawhi Leonard SG Kelly Oubre Jr. UTIL Santi Aldama,,,
110,4206947564,UnexpectedlyHappened (11/11),0,305.75,C KJ Martin F Draymond Green G Anfernee Simons PF Andrew Wiggins PG Devin Booker SF Gregory Jackson SG Dalano Banton UTIL Kelly Oubre Jr.,,,
112,4206855961,sunflwr13 (3/10),0,305.5,C Jusuf Nurkic F Santi Aldama G Grayson Allen PF Gregory Jackson PG Bradley Beal SF Amir Coffey SG Paul George UTIL Trayce Jackson-Davis,,,
112,4206892944,Fishthebanks,0,305.5,C Ivica Zubac F Draymond Green G James Harden PF Paul Reed PG Brandin Podziemski SF Grayson Allen SG Kelly Oubre Jr. UTIL Chris Paul,,,
112,4206897986,k.l.woodley1985 (13/20),0,305.5,C Santi Aldama F Draymond Green G Grayson Allen PF Andrew Wiggins PG Tyrese Maxey SF Kris Murray SG Anfernee Simons UTIL Gregory Jackson,,,
115,4206235847,dez338 (1/4),0,305.25,C Draymond Green F Kawhi Leonard G Grayson Allen PF Amir Coffey PG James Harden SF Gregory Jackson SG Kyle Lowry UTIL Ivica Zubac,,,
115,4206899096,cbirt21,0,305.25,C Jusuf Nurkic F Gregory Jackson G Paul George PF Andrew Wiggins PG Scoot Henderson SF Kris Murray SG Desmond Bane UTIL Grayson Allen,,,
117,4206478970,voorheesfan (20/20),0,305,C Ivica Zubac F Kevin Durant G James Harden PF Andrew Wiggins PG Chris Paul SF Grayson Allen SG Kyle Lowry UTIL John Konchar,,,
117,4206710270,chukk,0,305,C Ivica Zubac F Gregory Jackson G Kelly Oubre Jr. PF Jonathan Kuminga PG Bradley Beal SF Klay Thompson SG Grayson Allen UTIL Dalano Banton,,,
117,4206832852,djmcnab (1/3),0,305,C Trayce Jackson-Davis F Kelly Oubre Jr. G Grayson Allen PF Jonathan Kuminga PG Scoot Henderson SF Gregory Jackson SG Bradley Beal UTIL Jusuf Nurkic,,,
